case_index,case_id,base_seed,experiment,function_type,function_name,config_index,function_formula,shape_params,snr,snr_label,sigma_epsilon,noise_structure,x_distribution,n,R,direction,monotonicity,linearity,linearity_error,convexity,saturation,late_slope_early_slope_ratio,tp_count,tp_types,tp_pattern,tp_trend,s_curve,threshold,strength,high_spread,high_spread_ratio,changing_spread,density,clusters
5377,main_F05_cfg08_snr10_constant_uniform,5377000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",10.0,10,0.21296261406416442,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Medium,False,0.07681002680128006,False,Even,False
5378,main_F05_cfg08_snr12_constant_uniform,5378000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",12.0,12,0.19440737938034966,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.07011764053606244,False,Even,False
5379,main_F05_cfg08_snr15_constant_uniform,5379000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",15.0,15,0.1738832462488211,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.06271512426421216,False,Even,False
5380,main_F05_cfg08_snr18_constant_uniform,5380000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",18.0,18,0.15873296057117478,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.057250813760414306,False,Even,False
5381,main_F05_cfg08_snr20_constant_uniform,5381000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",20.0,20,0.15058730854398428,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.05431289081430559,False,Even,False
5382,main_F05_cfg08_snr25_constant_uniform,5382000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",25.0,25,0.13468938338123349,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.04857892636612448,False,Even,False
5383,main_F05_cfg08_snr30_constant_uniform,5383000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",30.0,30,0.1229540225572717,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.044346289650181406,False,Even,False
5384,main_F05_cfg08_snr35_constant_uniform,5384000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",35.0,35,0.11383330543140983,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.04105668630847342,False,Even,False
5385,main_F05_cfg08_snr40_constant_uniform,5385000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",40.0,40,0.10648130703208221,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.03840501340064003,False,Even,False
5386,main_F05_cfg08_snr50_constant_uniform,5386000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",50.0,50,0.09523977634270488,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.03435048825624858,False,Even,False
5387,main_F05_cfg08_snr60_constant_uniform,5387000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",60.0,60,0.08694162312441055,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.03135756213210608,False,Even,False
5388,main_F05_cfg08_snr80_constant_uniform,5388000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",80.0,80,0.07529365427199214,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.027156445407152795,False,Even,False
5389,main_F05_cfg08_snr100_constant_uniform,5389000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",100.0,100,0.06734469169061674,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.02428946318306224,False,Even,False
5390,main_F05_cfg08_snr130_constant_uniform,5390000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",130.0,130,0.059065201905014866,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.021303268469367576,False,Even,False
5391,main_F05_cfg08_snr170_constant_uniform,5391000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",170.0,170,0.05165102071142347,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.018629167859305944,False,Even,False
5392,main_F05_cfg08_snr200_constant_uniform,5392000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",200.0,200,0.04761988817135244,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.01717524412812429,False,Even,False
5393,main_F05_cfg08_snr300_constant_uniform,5393000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",300.0,300,0.03888147587606993,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.01402352810721249,False,Even,False
5394,main_F05_cfg08_snr500_constant_uniform,5394000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",500.0,500,0.030117461708796856,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.010862578162861118,False,Even,False
5395,main_F05_cfg08_snr700_constant_uniform,5395000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",700.0,700,0.02545390090481284,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.009180554151663146,False,Even,False
5396,main_F05_cfg08_snr1000_constant_uniform,5396000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",1000.0,1000,0.021296261406416443,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.007681002680128006,False,Even,False
5397,main_F05_cfg08_snr2000_constant_uniform,5397000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",2000.0,2000,0.015058730854398428,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.005431289081430559,False,Even,False
5398,main_F05_cfg08_snr5000_constant_uniform,5398000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",5000.0,5000,0.009523977634270488,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.003435048825624859,False,Even,False
5399,main_F05_cfg08_snr10000_constant_uniform,5399000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",10000.0,10000,0.006734469169061674,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.002428946318306224,False,Even,False
5400,main_F05_cfg08_snrinf_constant_uniform,5400000,main,F05,Log,8,f(x) = log(1 + a*x),"{""a"": 15.0}",inf,inf,0.0,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.3060541799655231,Concave,Weak,0.10728878267418411,0,,,,False,False,Strong,False,0.0,False,Even,False
5401,main_F05_cfg09_snr0p05_constant_uniform,5401000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.05,0p05,3.2049877324405966,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,1.0527062283164395,False,Even,False
5402,main_F05_cfg09_snr0p08_constant_uniform,5402000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.08,0p08,2.5337652768526526,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.8322373471312976,False,Even,False
5403,main_F05_cfg09_snr0p1_constant_uniform,5403000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.1,0p1,2.2662685592284424,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.7443757126398685,False,Even,False
5404,main_F05_cfg09_snr0p13_constant_uniform,5404000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.13,0p13,1.9876490137746925,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.6528606881481813,False,Even,False
5405,main_F05_cfg09_snr0p17_constant_uniform,5405000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.17,0p17,1.7381486402537885,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.57091011014309,False,Even,False
5406,main_F05_cfg09_snr0p2_constant_uniform,5406000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.2,0p2,1.6024938662202983,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.5263531141582197,False,Even,False
5407,main_F05_cfg09_snr0p25_constant_uniform,5407000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.25,0p25,1.4333140873580166,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Very Weak,True,0.4707845373705946,False,Even,False
5408,main_F05_cfg09_snr0p3_constant_uniform,5408000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.3,0p3,1.3084307627265266,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,True,0.42976551807084756,False,Even,False
5409,main_F05_cfg09_snr0p4_constant_uniform,5409000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.4,0p4,1.1331342796142212,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,True,0.37218785631993423,False,Even,False
5410,main_F05_cfg09_snr0p5_constant_uniform,5410000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.5,0p5,1.013506110741061,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,True,0.33289493885251903,False,Even,False
5411,main_F05_cfg09_snr0p6_constant_uniform,5411000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.6,0p6,0.9252002650370135,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,True,0.303890112148046,False,Even,False
5412,main_F05_cfg09_snr0p7_constant_uniform,5412000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.7,0p7,0.8565690016861589,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,False,0.28134757394879584,False,Even,False
5413,main_F05_cfg09_snr0p8_constant_uniform,5413000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",0.8,0p8,0.8012469331101492,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,False,0.26317655707910986,False,Even,False
5414,main_F05_cfg09_snr1_constant_uniform,5414000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",1.0,1,0.7166570436790083,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Weak,False,0.2353922686852973,False,Even,False
5415,main_F05_cfg09_snr1p2_constant_uniform,5415000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",1.2,1p2,0.6542153813632633,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.21488275903542378,False,Even,False
5416,main_F05_cfg09_snr1p5_constant_uniform,5416000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",1.5,1p5,0.5851480258616822,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.19219698255836587,False,Even,False
5417,main_F05_cfg09_snr1p8_constant_uniform,5417000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",1.8,1p8,0.5341646220734328,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.17545103805273993,False,Even,False
5418,main_F05_cfg09_snr2_constant_uniform,5418000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",2.0,2,0.5067530553705305,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.16644746942625951,False,Even,False
5419,main_F05_cfg09_snr2p5_constant_uniform,5419000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",2.5,2p5,0.45325371184568847,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.14887514252797368,False,Even,False
5420,main_F05_cfg09_snr3_constant_uniform,5420000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",3.0,3,0.4137621370847168,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.13590378969061312,False,Even,False
5421,main_F05_cfg09_snr3p5_constant_uniform,5421000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",3.5,3p5,0.3830693030378767,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.1258224601308313,False,Even,False
5422,main_F05_cfg09_snr4_constant_uniform,5422000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",4.0,4,0.35832852183950414,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.11769613434264865,False,Even,False
5423,main_F05_cfg09_snr5_constant_uniform,5423000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",5.0,5,0.3204987732440597,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.10527062283164396,False,Even,False
5424,main_F05_cfg09_snr6_constant_uniform,5424000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",6.0,6,0.2925740129308411,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.09609849127918293,False,Even,False
5425,main_F05_cfg09_snr7_constant_uniform,5425000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",7.0,7,0.27087090184248713,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.08896991478408482,False,Even,False
5426,main_F05_cfg09_snr8_constant_uniform,5426000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",8.0,8,0.25337652768526525,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.08322373471312976,False,Even,False
5427,main_F05_cfg09_snr10_constant_uniform,5427000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",10.0,10,0.22662685592284423,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Medium,False,0.07443757126398684,False,Even,False
5428,main_F05_cfg09_snr12_constant_uniform,5428000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",12.0,12,0.2068810685423584,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.06795189484530656,False,Even,False
5429,main_F05_cfg09_snr15_constant_uniform,5429000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",15.0,15,0.1850400530074027,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.0607780224296092,False,Even,False
5430,main_F05_cfg09_snr18_constant_uniform,5430000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",18.0,18,0.1689176851235102,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.05548248980875317,False,Even,False
5431,main_F05_cfg09_snr20_constant_uniform,5431000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",20.0,20,0.16024938662202984,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.05263531141582198,False,Even,False
5432,main_F05_cfg09_snr25_constant_uniform,5432000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",25.0,25,0.14333140873580166,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.04707845373705946,False,Even,False
5433,main_F05_cfg09_snr30_constant_uniform,5433000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",30.0,30,0.13084307627265265,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.042976551807084755,False,Even,False
5434,main_F05_cfg09_snr35_constant_uniform,5434000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",35.0,35,0.12113714992929484,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.039788555481915434,False,Even,False
5435,main_F05_cfg09_snr40_constant_uniform,5435000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",40.0,40,0.11331342796142212,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.03721878563199342,False,Even,False
5436,main_F05_cfg09_snr50_constant_uniform,5436000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",50.0,50,0.1013506110741061,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.0332894938852519,False,Even,False
5437,main_F05_cfg09_snr60_constant_uniform,5437000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",60.0,60,0.09252002650370135,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.0303890112148046,False,Even,False
5438,main_F05_cfg09_snr80_constant_uniform,5438000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",80.0,80,0.08012469331101492,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.02631765570791099,False,Even,False
5439,main_F05_cfg09_snr100_constant_uniform,5439000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",100.0,100,0.07166570436790083,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.02353922686852973,False,Even,False
5440,main_F05_cfg09_snr130_constant_uniform,5440000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",130.0,130,0.06285498072515422,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.02064526769333149,False,Even,False
5441,main_F05_cfg09_snr170_constant_uniform,5441000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",170.0,170,0.054965086151266,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.018053762872697627,False,Even,False
5442,main_F05_cfg09_snr200_constant_uniform,5442000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",200.0,200,0.05067530553705305,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.01664474694262595,False,Even,False
5443,main_F05_cfg09_snr300_constant_uniform,5443000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",300.0,300,0.04137621370847168,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.01359037896906131,False,Even,False
5444,main_F05_cfg09_snr500_constant_uniform,5444000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",500.0,500,0.03204987732440597,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.010527062283164397,False,Even,False
5445,main_F05_cfg09_snr700_constant_uniform,5445000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",700.0,700,0.02708709018424871,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.008896991478408481,False,Even,False
5446,main_F05_cfg09_snr1000_constant_uniform,5446000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",1000.0,1000,0.022662685592284425,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.0074437571263986846,False,Even,False
5447,main_F05_cfg09_snr2000_constant_uniform,5447000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",2000.0,2000,0.016024938662202986,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.005263531141582198,False,Even,False
5448,main_F05_cfg09_snr5000_constant_uniform,5448000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",5000.0,5000,0.01013506110741061,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.00332894938852519,False,Even,False
5449,main_F05_cfg09_snr10000_constant_uniform,5449000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",10000.0,10000,0.007166570436790083,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.002353922686852973,False,Even,False
5450,main_F05_cfg09_snrinf_constant_uniform,5450000,main,F05,Log,9,f(x) = log(1 + a*x),"{""a"": 20.0}",inf,inf,0.0,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.336942255243331,Concave,Strong,0.09095110654935536,0,,,,False,False,Strong,False,0.0,False,Even,False
5451,main_F05_cfg10_snr0p05_constant_uniform,5451000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.05,0p05,3.4471047412458824,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,1.003819914280287,False,Even,False
5452,main_F05_cfg10_snr0p08_constant_uniform,5452000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.08,0p08,2.725175578875589,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.7935893224401723,False,Even,False
5453,main_F05_cfg10_snr0p1_constant_uniform,5453000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.1,0p1,2.4374711379952627,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.70980786847769,False,Even,False
5454,main_F05_cfg10_snr0p13_constant_uniform,5454000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.13,0p13,2.1378036084081753,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.6225426832155869,False,Even,False
5455,main_F05_cfg10_snr0p17_constant_uniform,5455000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.17,0p17,1.8694550241683239,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.5443977839307672,False,Even,False
5456,main_F05_cfg10_snr0p2_constant_uniform,5456000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.2,0p2,1.7235523706229412,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.5019099571401435,False,Even,False
5457,main_F05_cfg10_snr0p25_constant_uniform,5457000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.25,0p25,1.5415921053975232,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Very Weak,True,0.44892191309974677,False,Even,False
5458,main_F05_cfg10_snr0p3_constant_uniform,5458000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.3,0p3,1.4072746176635085,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Weak,True,0.40980776393850876,False,Even,False
5459,main_F05_cfg10_snr0p4_constant_uniform,5459000,main,F05,Log,10,f(x) = log(1 + a*x),"{""a"": 30.0}",0.4,0p4,1.2187355689976314,constant,uniform,500,100,Positive,Monotonic,Nonlinear,0.37936564645639914,Concave,Strong,0.07326351810376536,0,,,,False,False,Weak,True,0.354903934238845,False,Even,False
